LABORATÓRIO	REGISTRO	EAN 1	PRODUTO	APRESENTAÇÃO
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307950041	7896658039263	MENSYVA	100 MG COM REV CT BL AL PLAS OPC X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307950068	7896658039287	MENSYVA	200 MG COM REV CT BL AL PLAS OPC X 30
GERMED FARMACEUTICA LTDA	1058308260020	7896004730394	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 14
GERMED FARMACEUTICA LTDA	1058308260047	7896004738949	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
GERMED FARMACEUTICA LTDA	1058308260098	7896004730400	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
GERMED FARMACEUTICA LTDA	1058308260144	7896004730417	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097403170034	7898146825280	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS OPC X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097403170085	7898146825358	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS OPC X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097403170131	7898146825426	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PLAS OPC X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097403250038	7898146826164	KITAPEN	25 MG COM REV CT BL AL PLAS OPC X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097403250089	7898146826256	KITAPEN	100 MG COM REV CT BL AL PLAS OPC X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097403250135	7898146826348	KITAPEN	200 MG COM REV CT BL AL PLAS OPC X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904580049	7895296383011	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904580111	7895296089098	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904580189	7895296089142	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
NOVA QUIMICA FARMACÊUTICA S/A	1267502670028	7895296089029	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS OPC X 14
EMS SIGMA PHARMA LTDA	1356907090044	7894916509503	QUEROPAX	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS SIGMA PHARMA LTDA	1356907090060	7894916512268	QUEROPAX	100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 10 
EMS SIGMA PHARMA LTDA	1356907090095	7894916507509	QUEROPAX	100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS SIGMA PHARMA LTDA	1356907090141	7894916507516	QUEROPAX	200 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS SIGMA PHARMA LTDA	1356907090184	7894916509145	QUEROPAX	300 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706640010	7898216367917	SEROQUEL	25 MG COM REV CT BL AL PLAS PVC OPC X 14 
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706640045	7898216367894	SEROQUEL	100 MG COM REV CT BL AL PLAS PVC OPC X 28
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706640061	7898216367900	SEROQUEL	200 MG COM REV CT BL AL PLAS PVC OPC X 28
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706640101	7898216367948	SEROQUEL	50 MG COM REV LIB PROL CT BL AL PLAS PVC OPC X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706640134	7898216367924	SEROQUEL	200 MG COM REV LIB PROL CT BL AL PLAS PVC OPC X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706640169	7898216367931	SEROQUEL	300 MG COM REV LIB PROL CT BL AL PLAS PVC OPC X 30
CIMED INDUSTRIA S.A	1438102710048	7896523200996	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PE/PVDC OPC X 30
DR. REDDYS FARMACÊUTICA DO BRASIL LTDA	1514300310061	8901148244771	QUEOPINE	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
DR. REDDYS FARMACÊUTICA DO BRASIL LTDA	1514300310126	8901148244788	QUEOPINE	100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700580062	7898361885717	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL CT BL AL PLAS PVC OPC X 30
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700580070	7898361885724	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL CT BL AL PLAS PVC OPC X 60
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700580240	7898361885892	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL CT BL AL PLAS PVC OPC X 30
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700580259	7898361885908	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL CT BL AL PLAS PVC OPC X 60
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542302040040	7899095243866	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS OPC X 30
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542302040067	7899095243880	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS OPC X 500
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542302040105	7899095243804	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS OPC X 30
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542302040121	7899095243828	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS OPC X 500
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542302040164	7899095243743	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PLAS OPC X 30
ACCORD FARMACÊUTICA LTDA	1553700790029	7898947385808	HEMIFUMARATO DE QUETIAPINA	50 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30
ACCORD FARMACÊUTICA LTDA	1553700790088	7898947385839	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30
ACCORD FARMACÊUTICA LTDA	1553700790096	7898947385846	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 60
ACCORD FARMACÊUTICA LTDA	1553700790142	7898947385860	HEMIFUMARATO DE QUETIAPINA	300 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30
ACCORD FARMACÊUTICA LTDA	1553700790150	7898947385877	HEMIFUMARATO DE QUETIAPINA	300 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 60
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405920023	7896714275376	HEMIFUMARATO DE QUETIAPINA	50 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405920082	7896714291499	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405920147	7896714291482	HEMIFUMARATO DE QUETIAPINA	300 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405940024	7896714290386	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405940032	7896714290379	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100520024	7898940658916	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100520032	7898940658992	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677304530028	7894916146258	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 14
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832602930027	7896422500500	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832602930043	7896422500531	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832602930086	7896422500562	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA	1006302780216	7897406120745	HEMITARTARATO DE RIVASTIGMINA	1,5 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 30
INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA	1006302780224	7897406120738	HEMITARTARATO DE RIVASTIGMINA	3 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 30
INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA	1006302780232	7897406120721	HEMITARTARATO DE RIVASTIGMINA	4,5 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 30
INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA	1006302780240	7897406120714	HEMITARTARATO DE RIVASTIGMINA	6 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 30
LABORVIDA LABORATÓRIOS FARMACÊUTICOS LTDA.	1007900020051	7898928348006	HEMITARTARATO DE RIVASTIGMINA	1,5 MG CAP DURA CT BL AL PLAS OPC X 30
LABORVIDA LABORATÓRIOS FARMACÊUTICOS LTDA.	1007900020132	7898928348013	HEMITARTARATO DE RIVASTIGMINA	3 MG CAP DURA CT BL AL PLAS OPC X 30
LABORVIDA LABORATÓRIOS FARMACÊUTICOS LTDA.	1007900020213	7898928348020	HEMITARTARATO DE RIVASTIGMINA	4,5 MG CAP DURA CT BL AL PLAS OPC X 30
LABORVIDA LABORATÓRIOS FARMACÊUTICOS LTDA.	1007900020299	7898928348037	HEMITARTARATO DE RIVASTIGMINA	6 MG CAP DURA CT BL AL PLAS OPC X 30
EMS S/A	1023511570052	7896004731834	HEMITARTARATO DE RIVASTIGMINA	1,5 MG CAP DURA CT BL AL PLAS OPC X 30
EMS S/A	1023511570133	7896004731858	HEMITARTARATO DE RIVASTIGMINA	3 MG CAP DURA CT BL AL PLAS OPC X 30
EMS S/A	1023511570214	7896004731872	HEMITARTARATO DE RIVASTIGMINA	4,5 MG CAP DURA CT BL AL PLAS OPC X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804990038	7896676424737	COGNIVA	1,5 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 200
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804990070	7896676424782	COGNIVA	3 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 200
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804990100	7896676424836	COGNIVA	4,5 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 200
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804990135	7896676424867	COGNIVA	6 MG CAP DURA OR CT BL AL PLAS PVDC TRANS X 200
RANBAXY FARMACÊUTICA LTDA	1235202590020	7897076919779	HEMITARTARATO DE RIVASTIGMINA	1,5 MG CAP DURA CT BL AL PLAS TRANS X 28
RANBAXY FARMACÊUTICA LTDA	1235202590055	7897076919809	HEMITARTARATO DE RIVASTIGMINA	3 MG CAP DURA CT BL AL PLAS TRANS X 28
RANBAXY FARMACÊUTICA LTDA	1235202590081	7897076919830	HEMITARTARATO DE RIVASTIGMINA	4,5 MG CAP DURA CT BL AL PLAS TRANS X 28
RANBAXY FARMACÊUTICA LTDA	1235202590111	7897076919861	HEMITARTARATO DE RIVASTIGMINA	6 MG CAP DURA CT BL AL PLAS TRANS X 28
RANBAXY FARMACÊUTICA LTDA	1235202590136	7897076922632	HEMITARTARATO DE RIVASTIGMINA	1,5 MG CAP DURA CT BL AL PLAS TRANS X 30
RANBAXY FARMACÊUTICA LTDA	1235202590144	7897076922649	HEMITARTARATO DE RIVASTIGMINA	3 MG CAP DURA CT BL AL PLAS TRANS X 30
RANBAXY FARMACÊUTICA LTDA	1235202590152	7897076922656	HEMITARTARATO DE RIVASTIGMINA	4,5 MG CAP DURA CT BL AL PLAS TRANS X 30
RANBAXY FARMACÊUTICA LTDA	1235202590160	7897076922663	HEMITARTARATO DE RIVASTIGMINA	6 MG CAP DURA CT BL AL PLAS TRANS X 30
UNITED MEDICAL LTDA	1257600340033	7898054580257	EXELON	1,5 MG CAP DURA CT BL AL PVC/PE/PVDC X 28
UNITED MEDICAL LTDA	1257600340041	7898054580264	EXELON	3,0 MG CAP DURA CT BL AL PVC/PE/PVDC X 28
UNITED MEDICAL LTDA	1257600340068	7898054580271	EXELON	4,5 MG CAP DURA CT BL AL PVC/PE/PVDC X 28
UNITED MEDICAL LTDA	1257600340076	7898054580288	EXELON	6,0 MG CAP DURA CT BL AL PVC/PE/PVDC X 28
EMS SIGMA PHARMA LTDA	1356906440051	7895296116497	VASTIGMA	1,5 MG CAP DURA CT BL AL PLAS OPC X 30
EMS SIGMA PHARMA LTDA	1356906440130	7895296116503	VASTIGMA	3 MG CAP DURA CT BL AL PLAS OPC X 30
EUROFARMA LABORATORIOS S.A.	1004312920014	7891317004606	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT FR VD AMB X 30
EUROFARMA LABORATORIOS S.A.	1004313010011	7891317004583	TURNO SL	5 MG COM SUBL CT FR VD AMB X 30
EUROFARMA LABORATORIOS S.A.	1004313320045	7891317006075	TURNO	10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004313980045	7891317018849	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004314160017	7891317015770	RIPOSO SL	5 MG COM SUBL CT FR VD AMB X 30
EUROFARMA LABORATORIOS S.A.	1004314790045	7891317027186	HEMITARTARATO DE ZOLPIDEM	6,25 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004314790142	7891317027193	HEMITARTARATO DE ZOLPIDEM	12,5 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004314870049	7891317027209	TURNO XR	6,25 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004314870146	7891317027216	TURNO XR	12,5 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004703920020	7897595603456	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 20 
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004703920039	7897595608161	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 30 
NOVARTIS BIOCIENCIAS S.A	1006811300026	7897595633705	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 20 
NOVARTIS BIOCIENCIAS S.A	1006811300034	7897595634634	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 30 
EMS S/A	1023510650028	7896004743646	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 10
EMS S/A	1023510650036	7896004725000	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 20
EMS S/A	1023510650044	7896004767130	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 30
EMS S/A	1023513580012	7896004774794	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT FR VD AMB X 10
EMS S/A	1023513580020	7896004774756	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 10
EMS S/A	1023513580039	7896004774763	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 20
EMS S/A	1023513580047	7896004774800	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT FR VD AMB X 20
EMS S/A	1023513580055	7896004774817	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT FR VD AMB X 30
EMS S/A	1023513580063	7896004774770	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 30
EMS S/A	1023513580098	7896004774787	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 60
EMS S/A	1023513580101	7896004782058	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 7
EMS S/A	1023513580111	7896004782515	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 10
EMS S/A	1023513580128	7896004782065	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 14
EMS S/A	1023513580136	7896004782072	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 15
EMS S/A	1023513580144	7896004782522	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 20
EMS S/A	1023513580152	7896004782089	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 28
EMS S/A	1023513580160	7896004782676	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 60
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804550011	7896676432053	PROMPT	10 MG COM REV CT STR AL X 20
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804550021	7896676432619	PROMPT	10 MG COM REV CT STR AL X 30
LABORATORIO TEUTO BRASILEIRO S/A	1037005700013	7896112160410	INSONOX	10 MG COM REV CT BL AL PVC TRANS X 10
LABORATORIO TEUTO BRASILEIRO S/A	1037005700021	7896112160427	INSONOX	10 MG COM REV CT BL AL PVC TRANS X 20
LABORATORIO TEUTO BRASILEIRO S/A	1037005730011	7896112160359	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC TRANS X 10 
LABORATORIO TEUTO BRASILEIRO S/A	1037005730028	7896112160366	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC TRANS X 20
LABORATORIO TEUTO BRASILEIRO S/A	1037005730095	7896112103851	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC TRANS X 30
SUPERA FARMA LABORATÓRIOS S.A	1037202910010	7899420507144	ZOUP SL	5 MG COM SUBL CT FR VD AMB X 30
FARMOQUÍMICA S/A	1039002130034	7898040329303	ISOY	10 MG COM REV CT BL AL PLAS OPC X 30 
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049713840046	7896006215677	ZOLPAZ	10 MG COM REV CT BL AL PLAS OPC X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049715340024	7896006203124	ZOLPAZ SL	5 MG COM SUBL CT BL AL AL X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049715420028	7896006297482	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 30
TORRENT DO BRASIL LTDA	1052500980010	8903855086828	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC TRANS X 10
TORRENT DO BRASIL LTDA	1052500980029	8903855086835	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC TRANS X 20
TORRENT DO BRASIL LTDA	1052500980037	8903855086842	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC TRANS X 30
TORRENT DO BRASIL LTDA	1052501000011	8903855086798	ZOAF	10 MG COM REV CT BL AL PLAS PVC TRANS X 10
TORRENT DO BRASIL LTDA	1052501000028	8903855086804	ZOAF	10 MG COM REV CT BL AL PLAS PVC TRANS X 20
TORRENT DO BRASIL LTDA	1052501000036	8903855086811	ZOAF	10 MG COM REV CT BL AL PLAS PVC TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300530012	7896658048173	ZOLFEST SPRAY	2,5 MG SOL SPR OR CT FR SPR VD AMB X 120 ACIONAMENTOS
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300890035	7896658051487	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS PVC TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300970039	7896658050992	ZOLFEST	10 MG COM REV CT BL AL PLAS PVC TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304920011	7896658025501	ZOLFEST D	10 MG COM EFEV CT BL AL AL X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304920028	7896658025525	ZOLFEST D	10 MG COM EFEV CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058308120016	7896004776033	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 7
GERMED FARMACEUTICA LTDA	1058308120024	7896004776040	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 10
GERMED FARMACEUTICA LTDA	1058308120032	7896004725017	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 20
GERMED FARMACEUTICA LTDA	1058308120040	7896004774121	HEMITARTARATO DE ZOLPIDEM	10 MG COM REV CT BL AL PLAS OPC X 30
GERMED FARMACEUTICA LTDA	1058309810016	7896004776477	ZOLREM SL	5 MG COM SUBL CT FR VD AMB X 10
GERMED FARMACEUTICA LTDA	1058309810024	7896004776484	ZOLREM SL	5 MG COM SUBL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058309810032	7896004776507	ZOLREM SL	5 MG COM SUBL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058309810040	7896004776491	ZOLREM SL	5 MG COM SUBL CT FR VD AMB X 20
GERMED FARMACEUTICA LTDA	1058309810059	7896004776514	ZOLREM SL	5 MG COM SUBL CT FR VD AMB X 30
GERMED FARMACEUTICA LTDA	1058309810067	7896004776521	ZOLREM SL	5 MG COM SUBL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058309810091	7896004776538	ZOLREM SL	5 MG COM SUBL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058309810105	7896004782430	ZOLREM SL	10 MG COM SUBL CT BL AL AL X 7
GERMED FARMACEUTICA LTDA	1058309810113	7896004782447	ZOLREM SL	10 MG COM SUBL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058309810121	7896004782454	ZOLREM SL	10 MG COM SUBL CT BL AL AL X 14
GERMED FARMACEUTICA LTDA	1058309810131	7896004782461	ZOLREM SL	10 MG COM SUBL CT BL AL AL X 15
GERMED FARMACEUTICA LTDA	1058309810148	7896004782478	ZOLREM SL	10 MG COM SUBL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058309810156	7896004782485	ZOLREM SL	10 MG COM SUBL CT BL AL AL X 28
GERMED FARMACEUTICA LTDA	1058309810164	7896004782492	ZOLREM SL	10 MG COM SUBL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058309910010	7896004778587	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT FR VD AMB X 10
GERMED FARMACEUTICA LTDA	1058309910029	7896004778570	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058309910037	7896004778594	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058309910045	7896004746159	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT FR VD AMB X 20
GERMED FARMACEUTICA LTDA	1058309910061	7896004822327	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058309910096	7896004778624	HEMITARTARATO DE ZOLPIDEM	5 MG COM SUBL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058309910101	7896004781907	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 7
GERMED FARMACEUTICA LTDA	1058309910118	7896004781914	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058309910126	7896004781921	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 14
GERMED FARMACEUTICA LTDA	1058309910134	7896004781945	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 15
GERMED FARMACEUTICA LTDA	1058309910142	7896004782508	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058309910150	7896004781938	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 28
GERMED FARMACEUTICA LTDA	1058309910169	7896004781952	HEMITARTARATO DE ZOLPIDEM	10 MG COM SUBL CT BL AL AL X 30
MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.	1091701170033	7896862920418	HEMITARTARATO DE ZOLPIDEM	6,25 MG COM LIB PROL CT BL AL PLAS PVC/ACLAR TRANS X 20
MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.	1091701170068	7896862920449	HEMITARTARATO DE ZOLPIDEM	12,5 MG COM LIB PROL CT BL AL PLAS PVC/ACLAR TRANS X 20
MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.	1091701210019	7896862991388	MEDITIVOX	6,25 MG COM LIB PROL CT BL AL PLAS PVC/ACLAR TRANS X 10
MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.	1091701210027	7896862991371	MEDITIVOX	6,25 MG COM LIB PROL CT BL AL PLAS PVC/ACLAR TRANS X 20
MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.	1091701210035	7896862991364	MEDITIVOX	6,25 MG COM LIB PROL CT BL AL PLAS PVC/ACLAR TRANS X 30
MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.	1091701210043	7896862991449	MEDITIVOX	12,5 MG COM LIB PROL CT BL AL PLAS PVC/ACLAR TRANS X 10
